,usage_year,usage_month,geoid10,cust_loc_irr_area_sf,usage_et_amount,usage_ccf,cust_id_from_utility,cust_loc_hhsize,population,pop_LAR,efficiency_target_ccf,usage_date
1027,2011,8,60590423152034,35626.0,5.06,216,13,52.0,35,0.395895657092,197.384255686,2011-08-01
1031,2011,8,60590423153010,296399.0,4.85,1456,66,271.0,229,0.168396817325,1463.50382549,2011-08-01
1032,2011,8,60590423153011,105134.0,4.85,574,26,107.0,100,0.0676586484738,560.521501961,2011-08-01
1034,2011,8,60590423153014,296157.0,5.87,2181,126,516.0,480,0.0723206615796,2217.78458941,2011-08-01
1035,2011,8,60590423153016,46366.0,5.07,334,26,109.0,91,0.180488375712,357.452374118,2011-08-01
1036,2011,8,60590423153017,40043.0,5.07,309,26,106.0,90,0.163629423782,333.874751765,2011-08-01
1037,2011,8,60590423154000,709533.0,5.18,3014,155,627.0,541,0.147527261786,3643.63631294,2011-08-01
1038,2011,8,60590423154001,64465.0,5.1,170,10,41.0,30,0.312374685042,285.357470588,2011-08-01
1039,2011,8,60590423154002,113452.0,5.18,587,26,105.0,102,0.0289875368733,616.787573333,2011-08-01
1040,2011,8,60590423154004,4800.0,5.18,68,17,51.0,90,-0.567984037606,215.105411765,2011-08-01
1041,2011,8,60590423154005,36581.0,5.1,286,14,57.0,52,0.0918075492531,239.081282353,2011-08-01
1042,2011,8,60590423154006,138376.0,5.18,775,39,166.0,157,0.0557419830082,824.181982745,2011-08-01
1043,2011,8,60590423154007,153571.0,5.21,899,44,181.0,141,0.249737140888,844.432685098,2011-08-01
1044,2011,8,60590423154008,58100.0,5.0,270,13,56.0,51,0.0935260580108,306.166666667,2011-08-01
1045,2011,8,60590423154009,103399.0,5.0,450,19,80.0,73,0.0915671935255,505.692745098,2011-08-01
1046,2011,8,60590423154010,79784.0,5.1,335,14,61.0,45,0.304211374403,370.530305882,2011-08-01
1047,2011,8,60590423154011,56536.0,5.24,327,19,76.0,55,0.323400155054,318.822622745,2011-08-01
1049,2011,8,60590423154013,118377.0,5.1,787,40,161.0,143,0.118559734725,717.922976471,2011-08-01
1050,2011,8,60590423154014,61492.0,5.0,279,17,70.0,69,0.0143887374521,357.179215686,2011-08-01
1053,2011,8,60590423155015,177271.0,5.21,916,40,164.0,155,0.056441310905,957.633038039,2011-08-01
1054,2011,8,60590423155019,151355.0,5.21,1037,81,286.0,404,-0.345423067141,1416.88283725,2011-08-01
1055,2011,8,60590423155020,9300.0,4.98,128,31,93.0,143,-0.430245137107,346.317176471,2011-08-01
